影片連結,文字敘述,標籤,上傳日期,置頂,音檔
https://www.tiktok.com/@ld.1003_/video/7537993618372742405?is_from_webapp=1&sender_device=pc&web_id=7542449483972806162,🐱,,2025/8/13,,H.S.K.T. (Feat. Wonstein) - LeeHi
https://www.tiktok.com/@ld.1003_/video/7537585158711414024?is_from_webapp=1&sender_device=pc&web_id=7542449483972806162,,,2025/8/11,,original sound - Tops Cordell
https://www.tiktok.com/@ld.1003_/video/7537285927987596550?is_from_webapp=1&sender_device=pc&web_id=7542449483972806162,,,2025/8/11,,原聲 - yn_ - 유
https://www.tiktok.com/@ld.1003_/video/7536891193679006981?is_from_webapp=1&sender_device=pc&web_id=7542449483972806162,,,2025/8/10,,MONTAGEM ALUCINANTE Rushex DJ ORBITAL - Rushex
https://www.tiktok.com/@ld.1003_/video/7536801883378191672?is_from_webapp=1&sender_device=pc&web_id=7542449483972806162,🐱,,2025/8/10,,son original - Inoxleshinobi
https://www.tiktok.com/@ld.1003_/video/7536540934649990406?is_from_webapp=1&sender_device=pc&web_id=7542449483972806162,我太晚拍了哈哈,,2025/8/9,,原声 - Mr.长官
https://www.tiktok.com/@ld.1003_/video/7536507237515218181?is_from_webapp=1&sender_device=pc&web_id=7542449483972806162,我沒想到會很多人喜歡,,2025/8/9,,原聲 - Oooliviaaa32
https://www.tiktok.com/@ld.1003_/video/7536118671903575302?is_from_webapp=1&sender_device=pc&web_id=7542449483972806162,第一次用自然光拍,,2025/8/8,,오리지널 사운드 - jessica323231
https://www.tiktok.com/@ld.1003_/video/7535634649926749446?is_from_webapp=1&sender_device=pc&web_id=7542449483972806162,我超喜歡,,2025/8/7,,VIDA BOA - MC LOCKED & DJ FAIZOO & EnvyMind & MC L7
https://www.tiktok.com/@ld.1003_/video/7535367141525146936?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,,,2025/8/6,,nhạc nền - Lylyyy❤️‍🩹💍 - Lylyyy❤️‍🩹🖇️
https://www.tiktok.com/@ld.1003_/video/7534937510653316357?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,八方來,,2025/8/5,,原聲 - 鹿🦌
https://www.tiktok.com/@ld.1003_/video/7534910456931044613?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,分五天拍的 太尷尬了但不發又浪費五天,,2025/8/5,,original sound - Ghostcloud🎶☁️
https://www.tiktok.com/@ld.1003_/video/7534313893234036024?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,꜀(^. .^꜀ )꜆੭,,2025/8/3,,Vem Vem - Jmilton & MC Xangai
https://www.tiktok.com/@ld.1003_/video/7534138348051418374?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,又是這首歌:0,#fyp,2025/8/3,,原聲 - 鹿🦌
https://www.tiktok.com/@ld.1003_/video/7533925556098895160?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,I don't really care if you like me,"#DirtyWork,#aespa,#fyp",2025/8/2,,Jet2 Advert - ✈️A7-BBH | MAN 🇬🇧
https://www.tiktok.com/@ld.1003_/video/7533555996598242565?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,要笑死了 dc: @SORA 🦇,,2025/8/1,,original sound - ★ 𝚃’𝙽’𝙰 ★
https://www.tiktok.com/@ld.1003_/video/7533346627399060741?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,鹿比醬～,,2025/8/1,,nhạc nền - 𝙀𝙘𝙝𝙤
https://www.tiktok.com/@ld.1003_/video/7533112893160688902?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,,,2025/7/31,,LUNA BALA (Slowed) - Yb Wasg'ood & Ariis
https://www.tiktok.com/@ld.1003_/video/7532810675215731974?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,,,2025/7/30,,son original - ℒ𝒾𝓍𝒷𝒶𝓃𝓀 ☘︎︎
https://www.tiktok.com/@ld.1003_/video/7532480699497024774?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,,,2025/7/29,,الصوت الأصلي - x_zit.04
https://www.tiktok.com/@ld.1003_/video/7532087985689382150?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,在日本看到采婕本人 超級漂亮,,2025/7/28,,原聲 - 錢
https://www.tiktok.com/@ld.1003_/video/7531956625578528006?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,我的草稿一天發十部兩個月都發不完,,2025/7/28,,原聲 - 9m
https://www.tiktok.com/@ld.1003_/video/7531669351615843640?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,^_−☆,,2025/7/27,,original sound - 音乐馆🎶
https://www.tiktok.com/@ld.1003_/video/7531364796676001030?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,,"#06,#台南",2025/7/27,,原聲 - 廖小涔.🎀
https://www.tiktok.com/@ld.1003_/video/7531269867559832837?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,,,2025/7/26,,MONTAGEM LADRAO - ATLXS & MXZI & Itamar Mc
https://www.tiktok.com/@ld.1003_/video/7531269867559832837?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,,,2025/7/26,,原聲 - 鹿🦌
https://www.tiktok.com/@ld.1003_/video/7530849817740725560?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,,,2025/7/25,,MENTE MÁ - Nakama & Mc Staff
https://www.tiktok.com/@ld.1003_/video/7530600117309656326?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,,,2025/7/24,,original sound - Sam Jorden
https://www.tiktok.com/@ld.1003_/video/7530513502885268741?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,在日本拍的🇯🇵,,2025/7/24,,suara asli - ilham
https://www.tiktok.com/@ld.1003_/video/7530189206551907590?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,,,2025/7/23,,nhạc nền - Dừa(椰子)
https://www.tiktok.com/@ld.1003_/video/7529394073376001285?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,比昨天更想你,,2025/7/21,,原聲 - 暴躁拾六¹⁶🐽
https://www.tiktok.com/@ld.1003_/video/7527612032149933318?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,,,2025/7/16,,오리지널 사운드 - 마니머것다
https://www.tiktok.com/@ld.1003_/video/7526883394307771653?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,要搬新家了 還沒有床所以可以站這位子跳,,2025/7/14,,原聲 - 芋頭.
https://www.tiktok.com/@ld.1003_/video/7526799497540832568?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,,,2025/7/14,,sonido original - Dj Anyelo
https://www.tiktok.com/@ld.1003_/video/7526468454963055878?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,18年黑長直換髮型了,,2025/7/13,,original sound - May
https://www.tiktok.com/@ld.1003_/video/7525761178358910213?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,同一套拍很多首不是因為很喜歡 只是習慣,,2025/7/11,,MISERICÓRDIA GALLARDO - Ultra Slowed - Prompto
https://www.tiktok.com/@ld.1003_/video/7524963924152732934?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,趁機把草稿發完,,2025/7/9,,NEW JEANS HOOD TRAP - IzRosh
https://www.tiktok.com/@ld.1003_/video/7524838547791121669?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,我腳步一樣到像複製貼上 感覺這首之後會很多人跟朋跳 我先自己跳一下,"#06,#台南",2025/7/9,,原聲 - 鹿🦌
https://www.tiktok.com/@ld.1003_/video/7524230986209463557?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,,,2025/7/7,,оригинальный звук - Parker🥸
https://www.tiktok.com/@ld.1003_/video/7523862598413159686?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,裡面褲子沒拉好 所以還是馬了一下,,2025/7/6,,原聲 - 鹿🦌
https://www.tiktok.com/@ld.1003_/video/7523235428258827525?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,之前拍的,,2025/7/4,,sonido original - 𝐒𝐋𝐖𝐒𝐍𝐆𝐒
https://www.tiktok.com/@ld.1003_/video/7522835436490820870?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,,,2025/7/3,,original sound - 音乐馆🎶
https://www.tiktok.com/@ld.1003_/photo/7522685703889882424?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,撰寫較長的描述平均可多獲得3倍觀看次數。,,2025/7/3,,原聲 - _03.
https://www.tiktok.com/@ld.1003_/video/7522414660503489798?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,流量0分,,2025/7/2,,original sound - 音乐馆🎶
https://www.tiktok.com/@ld.1003_/video/7521983395677687096?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,不是高中生也不是大學生 我現在什麼也不是,,2025/7/1,,nhạc nền - 蓝羊羊不懒
https://www.tiktok.com/@ld.1003_/video/7521695360146869510?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,🍫,,2025/6/30,,原聲 - 莹火 - 莹珍珠
https://www.tiktok.com/@ld.1003_/video/7521500185642421560?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,,,2025/6/30,,nhạc nền - Dưa hấu không đường
https://www.tiktok.com/@ld.1003_/video/7521264856490626310?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,,#fyp,2025/6/29,,Vem Vem - Jmilton & MC Xangai
https://www.tiktok.com/@ld.1003_/photo/7520741626633833734?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,17⭢18 學測前想發的 放草稿好久了,,2025/6/28,,suara asli - 𝟑𝟎𝟑 𝐏𝐧♬
https://www.tiktok.com/@ld.1003_/video/7520548558047661317?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,我很喜歡這首,,2025/6/27,,原聲 - 鹿🦌
https://www.tiktok.com/@ld.1003_/video/7519861187853454648?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,,,2025/6/25,,워싱싱노래긴버전 워싱시 - deejay_.flow
https://www.tiktok.com/@ld.1003_/video/7519813812585811206?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,好像要馬才不會限 試試,,2025/6/25,,原聲 - 車干車干🌹
https://www.tiktok.com/@ld.1003_/video/7519041571359034630?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,169,,2025/6/23,,original sound - Sam Jorden
https://www.tiktok.com/@ld.1003_/video/7518292995108572472?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,新朋友,,2025/6/21,,原声 - buqicrew_official
https://www.tiktok.com/@ld.1003_/video/7518028390914379013?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,太忙了忘記發了 ins:ld.1003_,,2025/6/20,,原聲 - 小汝
https://www.tiktok.com/@ld.1003_/video/7516828652479253765?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,今天睡到下午三點,,2025/6/17,,som original - editzim
https://www.tiktok.com/@ld.1003_/video/7516448434837015814?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,👏🏻,,2025/6/16,,original sound - johnmarkx_ Slowed - johnmarkx_ slowed
https://www.tiktok.com/@ld.1003_/video/7516108444370210053?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,,,2025/6/15,,original sound - Yue - moon
https://www.tiktok.com/@ld.1003_/video/7515735976983956742?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,你們沒人敲碗的來了,,2025/6/14,,som original - .
https://www.tiktok.com/@ld.1003_/video/7515309625713970488?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,哺嚕動了我的支架 但動的很剛好 所以沒有重拍,"#fyp,#06,#台南",2025/6/13,,DIA DELÍCIA - Nakama & Mc Staff & ΣP
https://www.tiktok.com/@ld.1003_/video/7515154505378336056?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,3:57,,2025/6/13,,没有人可以去等待DJ卡点舞 - 音乐馆🎶
https://www.tiktok.com/@ld.1003_/video/7515002983260671237?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,我第一次拍有講話的 拍了好久不要笑我 找喵喵儲值 輸入我的折扣碼可以折$100!,,2025/6/12,,原聲 - 鹿🦌
https://www.tiktok.com/@ld.1003_/video/7514597659886374149?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,我說我倒數8天要去然後我1天都沒去,,2025/6/11,,original sound - 2/2
https://www.tiktok.com/@ld.1003_/video/7514283036859469061?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,,,2025/6/10,,Montagem Impacto (Slowed) - SEKIRX
https://www.tiktok.com/@ld.1003_/video/7513547264959204614?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,或許是我錯了 但那又怎樣呢,"#06,#台南",2025/6/8,,原聲 - 芋頭.
https://www.tiktok.com/@ld.1003_/video/7513500588575968518?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,表演前一天拍的 太忙了學一下下就馬上拍了,,2025/6/8,,Money Pull Up - Blaiz Fayah & Maureen & Dj Glad
https://www.tiktok.com/@ld.1003_/video/7512069000919059717?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,最近太忙了 有點晚發:|,,2025/6/4,,nhạc nền - Dưa hấu không đường
https://www.tiktok.com/@ld.1003_/video/7511302104611360005?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,👀,,2025/6/2,,原聲 - 鹿🦌
https://www.tiktok.com/@ld.1003_/video/7510925873881648440?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,我穿學校褲子腳都會更細超噁 畫質好爛,,2025/6/1,,原聲 - 敏c
https://www.tiktok.com/@ld.1003_/video/7510506376934722822?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,Collide,,2025/5/31,,Collide (sped up) - Justine Skye
https://www.tiktok.com/@ld.1003_/video/7510097066966764806?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,大家好 我是刺,,2025/5/30,,原聲 - 薛²
https://www.tiktok.com/@ld.1003_/video/7509428539742096696?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,畢業倒數8天!,,2025/5/28,,原聲 - 簡 - 88
https://www.tiktok.com/@ld.1003_/video/7508341960155909432?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,很喜歡這首所以自己隨便跳了後面,,2025/5/25,,MONTAGEM BAILÃO - Repsaj & ATLXS & Mc Jhey
https://www.tiktok.com/@ld.1003_/video/7507910386641800454?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,If you’re done with your ex. Move on to the next🫵🏻,,2025/5/24,,original sound - Kuya Magik 🪄 - Kuya Magik No1 🪄
https://www.tiktok.com/@ld.1003_/video/7506053301209763078?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,她們叫我馬的,,2025/5/19,TRUE,sonido original - 𝕮𝖆𝖗𝖑𝖔𝖘𝖕𝖊𝖗𝖊𝖟
https://www.tiktok.com/@ld.1003_/video/7505449435250330886?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,你們是不是比較喜歡霧霧的特效 昨天出去練舞忘記先發了呃呃呃呃 日更難得失敗 但今天就會有兩部!,,2025/5/18,,nhạc nền - Dưa hấu không đường
https://www.tiktok.com/@ld.1003_/video/7504883533194792198?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,會考加油,,2025/5/16,,nhạc nền - Tuệ Lâm
https://www.tiktok.com/@ld.1003_/video/7504566695923600646?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,睡衣,,2025/5/15,,nhạc nền - SHAKENARRY我还有猫要养
https://www.tiktok.com/@ld.1003_/video/7504270346841836806?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,哺嚕在鏡子裡,"#06,#台南",2025/5/14,,原声 - 张➕慧 - 张嘉慧
https://www.tiktok.com/@ld.1003_/video/7503807950713146629?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,可愛,,2025/5/13,,original sound - 音乐馆🎶
https://www.tiktok.com/@ld.1003_/video/7503459488297504005?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,老闆我要o一點的,,2025/5/12,,Shake It To The Max (FLY) (Remix) - MOLIY & Skillibeng & Shenseea
https://www.tiktok.com/@ld.1003_/video/7503149286830427447?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,"I’m your type, I’m the vibe",,2025/5/11,,pocket locket - Alaina Castillo
https://www.tiktok.com/@ld.1003_/video/7502806294512930054?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,🤫,"#06,#台南",2025/5/10,,nhạc nền - 可可~🦋
https://www.tiktok.com/@ld.1003_/video/7502044603999128887?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,生活想擊倒我 卻發現我從來沒起來過,,2025/5/8,,nhạc nền - Oggy
https://www.tiktok.com/@ld.1003_/video/7501562316471700742?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,,,2025/5/7,,original sound - 音乐馆🎶
https://www.tiktok.com/@ld.1003_/video/7501224582246976823?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,粉絲寶寶叫我拍的 一直沒發,"#06,#台南",2025/5/6,,原聲 - 菲比
https://www.tiktok.com/@ld.1003_/video/7500468762127207685?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,沒人跟我拍:|,"#06,#台南",2025/5/4,,nhạc nền - Dưa hấu không đường
https://www.tiktok.com/@ld.1003_/video/7500060562756226310?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,頭髮沒夾好:( ,"#06,#台南",2025/5/3,,Without Me - LAY Remix
https://www.tiktok.com/@ld.1003_/video/7499798924127915269?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,晚點70%直播,"#06,#台南",2025/5/2,,nhạc nền - Chíp🫰 - mthuy🫰
https://www.tiktok.com/@ld.1003_/video/7499407894744419590?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,喔買尬 我已經愛上他 ,"#06,#台南",2025/5/1,,原聲 - 🎶
https://www.tiktok.com/@ld.1003_/video/7498599351439084806?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,重拍了 發現比較遠好像比較好看,,2025/4/29,,screwbot factory 2 rhythm Heaven fever - lancelqt
https://www.tiktok.com/@ld.1003_/video/7498336130220248325?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,肚子又被蟲咬到 蟲 我不認識你 請別佔有我,"#06,#台南",2025/4/28,,Dame Tu Cosita - El Chombo & Dancing Green Alien
https://www.tiktok.com/@ld.1003_/video/7498002373453925637?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,只是喜歡跳抖音舞,"#06,#台南",2025/4/27,,原聲 - 小郭la - 郭7️⃣7️⃣
https://www.tiktok.com/@ld.1003_/video/7497512551454952759?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,,"#06,#台南",2025/4/26,,nhạc nền - maryy 𖤐 - 𝐒𝐡𝐞𝐫𝐲𝐲 🌻
https://www.tiktok.com/@ld.1003_/video/7497142362527829303?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,現在都沒人聽過這首樂了:( ,"#fyp,#06,#台南",2025/4/25,,Perfect x Mood - Kuya Magik No1 🪄
https://www.tiktok.com/@ld.1003_/video/7496806233148542263?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,:<,,2025/4/24,,sonido original - 𝕮𝖆𝖗𝖑𝖔𝖘𝖕𝖊𝖗𝖊𝖟
https://www.tiktok.com/@ld.1003_/video/7496721418739010871?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,我不會所以都用腳,"#06,#台南",2025/4/24,,screwbot factory 2 rhythm Heaven fever - lancelqt
https://www.tiktok.com/@ld.1003_/video/7496376374014299398?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,我的無力成為了我的敗筆,"#06,#台南",2025/4/23,,原聲 - 鹿🦌
https://www.tiktok.com/@ld.1003_/video/7496134645877198135?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,晚跟,"#fyp,#06,#台南",2025/4/22,,nhạc nền - Dưa hấu không đường
https://www.tiktok.com/@ld.1003_/video/7496057964051107078?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,沒看過台灣人拍 我是第一個嗎嘿嘿 不想擋到腿就這樣打了,"#fyp,#06,#台南",2025/4/22,,原聲 - 鹿🦌
https://www.tiktok.com/@ld.1003_/video/7495233669146168631?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,,"#06,#台南",2025/4/20,,nhạc nền - Tuấn Anh 🤍
https://www.tiktok.com/@ld.1003_/video/7494528234118270214?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,為啥沒有人要用我的音檔拍,"#06,#台南",2025/4/18,,原聲 - 鹿🦌
https://www.tiktok.com/@ld.1003_/video/7494161993318796599?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,伊格🥵,,2025/4/17,,เสียงต้นฉบับ - องค์ชายฮงแจยอล (ลงแม่แบบ)
https://www.tiktok.com/@ld.1003_/video/7493771638207499575?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,我靜靜的看著you像山川伴著河流,"#fyp,#06,#台南",2025/4/16,,原聲 - 𝓯𝓪𝓷𝓬𝔂 𝓽𝓮𝔁𝓽
https://www.tiktok.com/@ld.1003_/video/7493409445574118662?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,這首感覺會越來越多人跳,"#fyp,#06,#台南",2025/4/15,,原聲 - 鹿🦌
https://www.tiktok.com/@ld.1003_/video/7492688775827442999?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,我有一瞬間跑出虎牙欸,,2025/4/13,,nhạc nền - Dưa hấu không đường
https://www.tiktok.com/@ld.1003_/video/7492668735942053175?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,怎麼沒看到很多台灣人拍這首 妳們快拍我想看,"#fyp,#06,#台南",2025/4/13,,오리지널 사운드 - ZEROBASEONE
https://www.tiktok.com/@ld.1003_/video/7492370895814675717?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,昨天拍了很多!,,2025/4/12,,原聲 - 許小寧. - 幸福你媽
https://www.tiktok.com/@ld.1003_/video/7492286513678535941?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,,,2025/4/12,,原聲 - 鹿🦌
https://www.tiktok.com/@ld.1003_/video/7491657028893510967?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,₊˚♱ 🩹,,2025/4/10,,original sound - ✭C4X5✭
https://www.tiktok.com/@ld.1003_/video/7490806114053917957?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,萌萌的type,"#06,#台南",2025/4/8,,nhạc nền - Dưa hấu không đường
https://www.tiktok.com/@ld.1003_/video/7490165416858373381?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,她醉了,"#fyp,#06",2025/4/6,,summer 2017 - ivi
https://www.tiktok.com/@ld.1003_/video/7489742711906487557?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,,,2025/4/5,,nhạc nền - Dưa hấu không đường
https://www.tiktok.com/@ld.1003_/video/7489650291868978438?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,好像巨人,"#06,#台南",2025/4/5,,오리지널 사운드 - 죠팝나무
https://www.tiktok.com/@ld.1003_/video/7489298454368259383?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,發錯時機了:(,"#fyp,#06,#台南",2025/4/4,,nhạc nền - maryy 𖤐 - 𝐒𝐡𝐞𝐫𝐲𝐲 🌻
https://www.tiktok.com/@ld.1003_/video/7489036902520065335?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,kiss kiss,,2025/4/3,,nhạc nền - Dưa hấu không đường
https://www.tiktok.com/@ld.1003_/video/7488958100041370886?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,這首最適合警察的還沒有發!,,2025/4/3,,оригінальний звук - ᶫᵒᵛᵉˢᵉᶰˢˢˢ
https://www.tiktok.com/@ld.1003_/video/7488634921448262917?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,吸血小貓嗎 一點都不甜,"#06,#台南",2025/4/2,,原聲 - 芋頭.
https://www.tiktok.com/@ld.1003_/video/7488210704047017221?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,上癮,,2025/4/1,,Give Me L.S.D - Hendorphin & Jeiff
https://www.tiktok.com/@ld.1003_/video/7487459423556848951?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,抱歉不是魅魔,"#fyp,#06,#台南",2025/3/30,,suara asli - 呆呆
https://www.tiktok.com/@ld.1003_/video/7486946729120550149?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,小廢片 我累了 要睡覺 晚安 愛你們,,2025/3/29,,原聲 - 鹿🦌
https://www.tiktok.com/@ld.1003_/video/7486650934768995639?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,👀,"#fyp,#06,#台南",2025/3/28,,original sound - 音乐馆🎶
https://www.tiktok.com/@ld.1003_/video/7486348887939239223?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,我看起來像動畫裡會出現的心機壞貓,#台南,2025/3/27,,Bonde das Oncinhas - Dj LK da Escócia
https://www.tiktok.com/@ld.1003_/video/7485573651543248183?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,還好我閃避點滿,,2025/3/25,,nhạc nền - LiễuNhưYên
https://www.tiktok.com/@ld.1003_/video/7485242278055922949?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,為什麼不喜歡我,,2025/3/24,,trend ng mag ex chariz - yęxa
https://www.tiktok.com/@ld.1003_/video/7484977448451394871?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,我..我要重發,"#fyp,#06,#台南",2025/3/23,,Sobe Morro Desce Morro - Teko Bolado & mc pl alves & MK no Beat
https://www.tiktok.com/@ld.1003_/video/7484484524261412151?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,存起來畫質都不好:(,"#fyp,#06,#台南",2025/3/22,,original sound - 音乐馆🎶
https://www.tiktok.com/@ld.1003_/video/7484221228018863415?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,頂到沒力,"#fyp,#06,#台南",2025/3/21,,原聲 - 你boss.
https://www.tiktok.com/@ld.1003_/video/7483842070491221254?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,假裝不在意 可掩蓋不了內心的喜歡♡,,2025/3/20,,原聲 - 那咋啦
https://www.tiktok.com/@ld.1003_/video/7483380674464861445?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,:P略,"#fyp,#06,#台南",2025/3/19,,nhạc nền - Dưa hấu không đường
https://www.tiktok.com/@ld.1003_/video/7482271360413093126?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,勝利之舞✌︎('ω'),"#fyp,#06,#台南",2025/3/16,,original sound - 音乐馆🎶
https://www.tiktok.com/@ld.1003_/video/7481948987960970551?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,紅色高跟鞋,"#fyp,#06,#台南",2025/3/15,,原聲 - cskn._1228 - csskxn
https://www.tiktok.com/@ld.1003_/video/7481584518189649157?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,2+2=我喜歡你,"#fyp,#06,#台南",2025/3/13,,Two plus two is See Tinh Aaron Lim REMIX - AaronLim
https://www.tiktok.com/@ld.1003_/video/7481258806500920581?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,這模板歌居然有舞! 這似這套的最後一部ㄌ,"#fyp,#06,#台南",2025/3/13,,原聲 - 鹿 - 鹿🦌
https://www.tiktok.com/@ld.1003_/video/7480836797602237702?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,A4腰,"#fyp,#06,#台南",2025/3/12,,原聲 - J - 余.
https://www.tiktok.com/@ld.1003_/video/7480472721550298423?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,禮拜一發都沒什麼流量 剛好怕你們看膩 所以今天發!很喜歡 我給75分,"#fyp,#06,#台南",2025/3/11,,FORGET - 𝗙𝗔𝗕𝗦
