影片連結,文字敘述,標籤,上傳日期,置頂,音檔
https://www.tiktok.com/@ld.1003_/video/7480116061577284869?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,好長的歌,"#fyp,#06,#台南",2025/3/10,,nhạc nền - Mouse xỏ khuyên🔥 - 16.
https://www.tiktok.com/@ld.1003_/video/7479724291026636038?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,喜歡打喜歡 不喜歡打架,"#fyp,#06,#台南",2025/3/9,,原聲 - 鹿 - 鹿🦌
https://www.tiktok.com/@ld.1003_/video/7479272559796620550?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,高一的表演衣服:P ,"#fyp,#06,#台南",2025/3/8,,original sound - 🐷Ah Tun🐸(ဟိုပင်သား)offical - Tauk Tauk (ဟိုပင်သားoffical)♈
https://www.tiktok.com/@ld.1003_/video/7478557758573399301?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,以前是真的不太會跳૮ ´• •` ა,"#06,#台南",2025/3/6,,nhạc nền - 🍄
https://www.tiktok.com/@ld.1003_/video/7478296791968943365?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,這流量是在跟我認真嗎 不到1000個人看耶 #fyp #06 #台南 #台北 #新北 #基隆#基隆園 #新竹 #苗栗 #台中 #彰化 #南投 #雲林 #嘉義 #高雄 #屏東 #宜蘭 #花蓮 #台東 我都去過 這招很卑鄙不好意思哈哈哈哈哈哈哈,"#fyp,#06,#台南,#台北,#新北,#基隆,#基隆園,#新竹,#苗栗,#台中,#彰化,#南投,#雲林,#嘉義,#高雄,#屏東,#宜蘭,#花蓮,#台東",2025/3/5,,nhạc nền - Dưa hấu không đường
https://www.tiktok.com/@ld.1003_/video/7477912112514223365?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,又接來財,"#fyp,#06,#台南",2025/3/4,,原聲 - 鹿 - 鹿🦌
https://www.tiktok.com/@ld.1003_/video/7477536374577483014?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,抓吧,"#fyp,#06,#台南",2025/3/3,,原聲 - 鹿 - 鹿🦌
https://www.tiktok.com/@ld.1003_/video/7476901920746081542?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,不是我的風格 我像被附身 真裝,"#fyp,#06,#台南",2025/3/2,,原聲 - 鹿 - 鹿🦌
https://www.tiktok.com/@ld.1003_/video/7476728333292621061?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,這模板也太帥了吧..怎麼沒人用,"#fyp,#06,#台南",2025/3/1,,nhạc nền - Bảo SuZu
https://www.tiktok.com/@ld.1003_/video/7476471501030460678?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,同首歌拍了很多部 但發一樣的音樂無聊 所以調速度卡了別首音樂進去喝喝,#台南,2025/2/28,,原聲 - 𝗖𝗞 - 𝙘𝙠
https://www.tiktok.com/@ld.1003_/video/7476077981765618965?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,😛,"#fyp,#06,#台南,#黑長直",2025/2/27,,nhạc nền - 美人儿.
https://www.tiktok.com/@ld.1003_/video/7475952976016805126?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,長腳怪,"#fyp,#06",2025/2/27,,原聲 - 鹿 - 鹿🦌
https://www.tiktok.com/@ld.1003_/video/7475743911982451973?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,第一次看到這特效 馬上用,"#fyp,#06,#台南",2025/2/26,,original sound - Mrzz_Nak - ⚡️Mrzz_Nak⚡️
https://www.tiktok.com/@ld.1003_/video/7475651657909488901?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,預言這部少人看,"#fyp,#06,#台南",2025/2/26,,原聲 - Soul👑
https://www.tiktok.com/@ld.1003_/video/7475229306600295686?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,你與我先談養心殿 後拜瀑淋身,"#fyp,#06,#台南",2025/2/25,,原聲 - 追虧 (Jia Kai)
https://www.tiktok.com/@ld.1003_/video/7475217411822587142?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,不重拍ㄌ 重發,"#fyp,#06,#台南",2025/2/25,,原聲 - 3ing_ - SY
https://www.tiktok.com/@ld.1003_/video/7474862592427592965?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,喜歡這套,"#fyp,#06,#台南",2025/2/24,,nhạc nền - nguyễn thi lương 🥴🥰 - fb NAY Hợp (💞) :))
https://www.tiktok.com/@ld.1003_/video/7474195602058874117?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,一直滑到 回家就馬上拍了,"#fyp,#06,#台南",2025/2/22,,原聲 - 你boss.
https://www.tiktok.com/@ld.1003_/video/7473430084343500087?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,不像我 這誰啊,"#fyp,#06,#台南",2025/2/20,,original sound - 音乐馆🎶
https://www.tiktok.com/@ld.1003_/video/7473019265273089286?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,一直沒發原版,"#fyp,#06,#台南",2025/2/19,,原聲 - 小紫💗
https://www.tiktok.com/@ld.1003_/video/7472674231503883526?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,不4只會跳抖音歌 只是喜歡跳,"#fyp,#06",2025/2/18,,原聲 - 鹿 - 鹿🦌
https://www.tiktok.com/@ld.1003_/video/7472617491408178487?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,近的跟遠的喜歡哪個,"#fyp,#06,#台南",2025/2/18,,原聲 - 白白🤡 - ༄ᶦᶰᵈ᭄白白🤡
https://www.tiktok.com/@ld.1003_/video/7472240312677567799?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,有款遊戲越打越年輕 就是手機和平菁英😎💥💥💥 ,"#fyp,#06,#台南",2025/2/17,,原聲 - 鹿 - 鹿🦌
https://www.tiktok.com/@ld.1003_/video/7471759120241102085?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,久沒5.睡 累 好累 新隱眼 黑到像假人,"#fyp,#06,#台南",2025/2/16,,original sound - 音乐馆🎶
https://www.tiktok.com/@ld.1003_/video/7471522697541897478?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,小帳跳的才是對的,"#fyp,#06,#台南",2025/2/15,,original sound - rodolphemanoukian_official
https://www.tiktok.com/@ld.1003_/video/7471190188681727237?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,,"#fyp,#06,#台南",2025/2/14,,原聲 - 楊小蓁🪳
https://www.tiktok.com/@ld.1003_/video/7470445437846179078?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,我在傳說認識的朋朋:,"#fyp,#06",2025/2/12,,原聲 - 許
https://www.tiktok.com/@ld.1003_/video/7470078214992399621?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,哺嚕在最後一秒出現了 愛咬又愛蹭😑,"#fyp,#06,#台南",2025/2/11,,nhạc nền - 美人儿.
https://www.tiktok.com/@ld.1003_/video/7469151805130263863?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,4:44深深深夜局,"#fyp,#06,#台南",2025/2/9,,original sound - Darxyeditz
https://www.tiktok.com/@ld.1003_/video/7468609384134888709?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,邊吃晚餐邊看我:P,"#fyp,#06,#台南",2025/2/7,,原聲 - 09 - 暴躁拾六¹⁶🐽
https://www.tiktok.com/@ld.1003_/video/7468541163335716101?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,？,,2025/2/7,,WAP（feat. Megan Thee Stallion） - Cardi B
https://www.tiktok.com/@ld.1003_/video/7467973401773116678?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,速拍跟一下:O,"#fyp,#06,#台南",2025/2/6,,原聲 - 白白🤡 - ༄ᶦᶰᵈ᭄白白🤡
https://www.tiktok.com/@ld.1003_/video/7467836226175798534?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,拍全身都跳簡單舞 ૮₍ ˊᗜˋ₎ა,"#fyp,#06",2025/2/5,,nhạc nền - t_in - bạch tuyết đi tìm hoàng tử
https://www.tiktok.com/@ld.1003_/video/7466500351894539526?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,嘟不嚕不嘟打打,"#fyp,#06",2025/2/2,,original sound - Jeremiah Custodio
https://www.tiktok.com/@ld.1003_/video/7465693771238362374?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,😬 不好玩,"#fyp,#06",2025/1/30,,original sound - 良心 - nixxmiich
https://www.tiktok.com/@ld.1003_/video/7465537098850815237?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,最近震到習慣,"#06,#台南",2025/1/30,,原聲 - 自然醒
https://www.tiktok.com/@ld.1003_/video/7464442478528105734?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,𝒯𝑜𝓍𝒾𝒸☠️,"#fyp,#06",2025/1/27,,オリジナル楽曲 - ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ - mi
https://www.tiktok.com/@ld.1003_/video/7463371077557783814?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,💨💨,"#fyp,#06",2025/1/24,,original sound - 音乐馆🎶
https://www.tiktok.com/@ld.1003_/video/7463098532728294662?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,差點忘記開始跳,"#fyp,#06",2025/1/23,,original sound - ఌ
https://www.tiktok.com/@ld.1003_/video/7461927793807412485?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,誰要的(⊙o⊙),"#fyp,#06",2025/1/20,,nhạc nền - ND Music🎧
https://www.tiktok.com/@ld.1003_/video/7460712713409383685?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,看起來好長哦 喜歡 很久的歌了:O,"#fyp,#06,#台南,#推薦,#流量",2025/1/17,,orijinal ses - NARA
https://www.tiktok.com/@ld.1003_/video/7460354079538138373?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,翻到的 幹嘛咬我啊很痛欸 奇怪奇怪奇怪 害我臉變封面那樣,"#fyp,#06,#台南",2025/1/16,,nhạc nền - 𝐓𝐄𝐄 - DJ | Teng Muzic 🇻🇳|🇰🇷
https://www.tiktok.com/@ld.1003_/video/7457512960055905541?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,希望我才15歲 🥚已經18了,"#fyp,#06",2025/1/8,,Bonde das Oncinhas - Dj LK da Escócia
https://www.tiktok.com/@ld.1003_/video/7456436466265246982?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,剛剛拍的 喜歡嗎 不喜歡就算了我真的不會,"#fyp,#06,#台南",2025/1/5,,original sound - ☆figo
https://www.tiktok.com/@ld.1003_/video/7456020576524717318?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,以前拍的 我衣服不是只穿黑灰白啦 瀏海還剪太短 沒人跟我拍就算了還左右不分,"#fyp,#06,#台南",2025/1/4,,original sound - arahi
https://www.tiktok.com/@ld.1003_/video/7454828844378377478?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,新年快樂大家!!!我睡到下午兩點!很舒服!這部臉不好看 看鏡子!,"#fyp,#06,#台南",2025/1/1,,sonido original - halo
https://www.tiktok.com/@ld.1003_/video/7454239312205319429?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,只對我一個人燃起? ,"#fyp,#06,#台南",2024/12/31,,沉溺DJ - 音乐馆🎶
https://www.tiktok.com/@ld.1003_/video/7454122561790594310?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,一直在發低燒頭超暈受夠了T^T ,"#fyp,#06,#台南,#推薦,#流量",2024/12/30,,Not The One - DJ HAI CENA
https://www.tiktok.com/@ld.1003_/video/7453472096740510981?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,完全沒印象我拍過這部..,"#fyp,#06",2024/12/28,,nhạc nền - Gọi tớ là Gà 🐥 - Gọi tớ là gà 🐣
https://www.tiktok.com/@ld.1003_/video/7453431408560803077?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,以前還不太會跳的時候拍的 還穿裙子拍欸 好酷,"#fyp,#06",2024/12/28,,nhạc nền - 🍄
https://www.tiktok.com/@ld.1003_/video/7453045179809828102?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,小廢片顆顆,,2024/12/27,,nhạc nền - lisha Mei - Rainn
https://www.tiktok.com/@ld.1003_/video/7452993873988619525?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,好啦其實也可以小力跳,"#fyp,#06,#台南",2024/12/21,,nhạc nền - Nhậc Cò - JAPANDEE
https://www.tiktok.com/@ld.1003_/video/7450566913480035590?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,02:45深夜局,"#fyp,#06",2024/12/19,,original sound - AST🤟FDR.JUNEMIE6⃣1⃣9⃣🇰🇼🇵🇭
https://www.tiktok.com/@ld.1003_/video/7450152376268229894?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,會不會以後我影片都只有10個讚 封面比超好的愛心送粉絲悶:P,"#fyp,#06",2024/12/12,,nhạc nền - DJ Kim Chol
https://www.tiktok.com/@ld.1003_/video/7447104090884148485?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,腳打開不是要讓你走進來。。害我忘動作 還要咬我!!!!,"#fyp,#06",2024/12/11,,On The Floor x Tyo x HuyZ - DJ Huy Z
https://www.tiktok.com/@ld.1003_/video/7446274614956756230?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,本來沒有要發的但有人問 主要就是有求必應,"#fyp,#06,#台南",2024/12/9,,sonido original - halo
https://www.tiktok.com/@ld.1003_/video/7445688153899404550?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,咖幾撒馬咖幾欸,"#fyp,#06,#台南",2024/12/7,,原聲 - 𝐘
https://www.tiktok.com/@ld.1003_/video/7445163586059619639?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,看鏡子就好這次腿拍起來好長:0,"#fyp,#06",2024/12/6,,nhạc nền - linh - Yenhogxgai
https://www.tiktok.com/@ld.1003_/video/7444148502034255160?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,哀居一直被退追結果我什麼都不敢發:( 這部是我最喜歡的!! 也是這套最後一部 麻麻說穿這樣很醜她還叫我把上一部刪掉,"#fyp,#06,#台南",2024/12/3,,nhạc nền - 𝐓𝐄𝐄 - DJ | Teng Muzic 🇻🇳|🇰🇷
https://www.tiktok.com/@ld.1003_/video/7443393424801156408?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,沒看過台灣人拍 好想跳的跟越南人一樣:/,"#fyp,#06,#台南,#推薦,#流量,#高三",2024/12/1,,nhạc nền - Nhậc Cò - JAPANDEE
https://www.tiktok.com/@ld.1003_/video/7442769842211425591?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,睡前運動!!! ,"#fyp,#06,#台南",2024/11/30,,nhạc nền - pítttt👾
https://www.tiktok.com/@ld.1003_/video/7441886794905423159?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,學了20分:/ 後面那部跳的比較好但視角太差了#fyp #06 #台南 #高三 #流量 #推薦 #fypシ゚ #哀居在主頁 #草稿 自己猜學校 #兔子 #台灣人 #169 #foryoupage #一學就會系列 #流量回來 #天秤座 #蛤 #越南鼓 #請忽略搖胸那段因為我真的不會 #女高中生 #別限我流量 #黑長直 #男扮女裝 #不要逼我發傳說 #我不喜歡頂胯 #短褲 #頭 #脖子 #腿 #手 #腰 #腳 #鏡子 #🤍,"#fyp,#06,#台南,#高三,#流量,#推薦,#fypシ゚,#哀居在主頁,#草稿,#兔子,#台灣人,#169,#foryoupage,#一學就會系列,#流量回來,#天秤座,#蛤,#越南鼓,#請忽略搖胸那段因為我真的不會,#女高中生,#別限我流量,#黑長直#,男扮女裝,#不要逼我發傳說,#我不喜歡頂胯,#短褲,#頭,#脖子,#腿,#手,#腰,#腳,#鏡子,#",2024/11/27,,original sound - Trippywarp
https://www.tiktok.com/@ld.1003_/video/7440178244076244279?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,本來只想放限動 突然想發 很晚了也沒人看,"#fyp,#06",2024/11/23,,原聲 - 𝐘
https://www.tiktok.com/@ld.1003_/video/7437174375540985143?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,小時候想跳的歌,"#fyp,#06",2024/11/15,,짧은 치마 (Miniskirt) - AOA
https://www.tiktok.com/@ld.1003_/video/7431998695752666373?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,我要跳兩百次這首,"#fyp,#aespa,#whiplash",2024/11/1,,Whiplash - aespa
https://www.tiktok.com/@ld.1003_/video/7430163712784223493?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,不好意思但可以等我拍完再摸嗎,"#fyp,#06",2024/10/27,,original sound - 💫JOSCEL_QUE💫 - JOSCEL_QUE💧
https://www.tiktok.com/@ld.1003_/video/7423411011975220485?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,生日拍的但那天長的有點怪 女大18變是不是沒說會變醜還是變正,"#fyp,#06",2024/10/8,,original sound - spexdx
https://www.tiktok.com/@ld.1003_/video/7407708473498094854?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,嘿嘿跳老婆的歌,"#fyp,#up,#karina",2024/8/27,TRUE,原聲 - 鹿 - 鹿🦌
https://www.tiktok.com/@ld.1003_/video/7404933642692070661?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,太 難 了 但我答應了 不知道是不是這段 我就沒有裸體跳舞怎麼會被鎖:| ,"#fyp,#06",2024/8/20,,Alibi - Sevdaliza & Pabllo Vittar & Yseult
https://www.tiktok.com/@ld.1003_/video/7402240894159670533?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,絕對不能被我朋友看到,"#fyp,#06",2024/8/12,,nhạc nền - 𝗡𝗧𝗣 𝗩𝗜𝗡𝗔𝗛𝗢𝗨𝗦𝗘
https://www.tiktok.com/@ld.1003_/video/7401353392485862661?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,誰知道我後面跌倒了幾次:I,"#fyp,#06",2024/8/10,,原聲 - 鹿 - 鹿🦌
https://www.tiktok.com/@ld.1003_/video/7400073759157210374?is_from_webapp=1&sender_device=pc&web_id=7535490260223526407,我這禮拜日要去見我這輩子還沒見過的老婆卡寶🥰,"#fyp,#supernova",2024/8/7,,Supernova - aespa
